2020-05-26	10		2416		3		149
2020-05-27	19		2435		2		151
2020-05-28	27		2462		2		153
2020-05-29	23		2485		0		153
2020-05-30	9		2494		0		153
2020-05-31	16		2510		0		153
2020-06-01	14		2524		1		154
2020-06-02	11		2535		3		157
2020-06-03	16		2551		0		157
2020-06-04	43		2594		2		159
2020-06-05	12		2606		0		159
2020-06-06	0		2606		0		159
2020-06-07	0		2606		0		159
2020-06-08	98		2704		1		160
2020-06-09	24		2728		0		160
2020-06-10	47		2775		1		161
2020-06-11	57		2832		0		161
2020-06-12	61		2893		2		163
2020-06-13	0		2893		0		163
2020-06-14	0		2893		0		163
2020-06-15	147		3040		2		165
2020-06-16	45		3085		3		168
2020-06-17	56		3141		0		168
2020-06-18	33		3174		0		168
2020-06-19	99		3273		1		169
2020-06-20	0		3273		0		169
2020-06-21	0		3273		0		169
2020-06-22	252		3525		2		171
2020-06-23	63		3588		1		172
2020-06-24	88		3676		1		173
2020-06-25	120		3796		2		175
2020-06-26	139		3935		3		178
2020-06-27	0		3935		0		178
2020-06-28	0		3935		0		178
2020-06-29	390		4325		6		184
2020-06-30	128		4453		2		186
2020-07-01	153		4606		2		188
2020-07-02	182		4788		1		189
2020-07-03	174		4962		2		191
2020-07-04	0		4962		0		191
2020-07-05	0		4962		0		191
2020-07-06	496		5458		8		199
2020-07-07	163		5621		8		207
2020-07-08	248		5869		2		209
2020-07-09	217		6086		5		214
2020-07-10	316		6402		2		216
2020-07-11	317		6719		3		219
2020-07-12	158		6877		2		221
2020-07-13	104		6981		5		226
2020-07-14	0		6981		0		226
2020-07-15	430		7411		9		235
2020-07-16	270		7681		5		240
2020-07-17	227		7908		5		245
2020-07-18	253		8161		1		246
2020-07-19	179		8340		3		249
2020-07-20	139		8479		6		255
2020-07-21	308		8787		9		264
2020-07-22	328		9115		4		268
2020-07-23	347		9462		6		274
2020-07-24	305		9767		6		280
2020-07-25	0		9767		0		280
2020-07-26	0		9767		0		280
2020-07-27	731		10498		14		294
2020-07-28	268		10766		3		297
2020-07-29	361		11127		19		316
2020-07-30	317		11444		12		328
2020-07-31	432		11876		11		339
2020-08-01	0		11876		0		339
2020-08-02	420		12296		13		352
2020-08-03	166		12462		10		362
2020-08-04	394		12856		11		373
2020-08-05	282		13138		6		379
2020-08-06	258		13396		5		384
2020-08-07	291		13687		10		394
2020-08-08	0		13687		0		394
2020-08-09	0		13687		0		394
2020-08-10	811		14498		31		425
2020-08-11	210		14708		22		447
2020-08-12	253		14961		6		453
2020-08-13	223		15184		5		458
2020-08-14	351		15535		11		469
2020-08-15	266		15801		2		471
2020-08-16	0		15801		0		471
2020-08-17	310		16111		15		486
2020-08-18	240		16351		9		495
2020-08-19	340		16691		12		507
2020-08-20	338		17029		8		515
2020-08-21	367		17396		11		526
2020-08-22	319		17715		6		532
2020-08-23	0		17715		0		532
2020-08-24	314		18029		15		547
2020-08-25	297		18326		13		560
2020-08-26	283		18609		11		571
2020-08-27	311		18920		11		582
2020-08-28	294		19214		9		591
2020-08-29	336		19550		3		594
2020-08-30	243		19793		4		598
2020-08-31	171		19964		11		609
2020-09-01	270		20234		11		620
2020-09-02	283		20517		7		627
2020-09-03	287		20804		9		636
2020-09-04	338		21142		3		639
2020-09-05	297		21439		12		651
2020-09-06	121		21560		4		655
2020-09-07	100		21660		9		664
2020-09-08	301		21961		5		669
2020-09-09	297		22258		6		675
2020-09-10	286		22544		5		680
2020-09-11	290		22834		6		686
2020-09-12	304		23138		4		690
2020-09-13	327		23465		6		696
2020-09-14	170		23635		9		705
2020-09-15	294		23929		20		725
2020-09-16	282		24211		11		736
2020-09-17	394		24605		11		747
2020-09-18	292		24897		5		752
2020-09-19	320		25217		6		758
2020-09-20	211		25428		5		763
2020-09-21	93		25521		7		770
2020-09-22	216		25737		8		778
2020-09-23	344		26081		12		790
2020-09-24	235		26316		12		802
2020-09-25	248		26564		6		808
2020-09-26	233		26797		12		820
2020-09-27	123		26920		2		822
2020-09-28	81		27001		7		829
2020-09-29	225		27226		14		843
2020-09-30	243		27469		13		856
2020-10-01	280		27749		5		861
2020-10-02	226		27975		10		871
2020-10-03	0		27975		0		871
2020-10-04	379		28354		8		879
2020-10-05	95		28449		9		888
2020-10-06	261		28710		15		903
2020-10-07	365		29075		5		908
2020-10-08	453		29528		5		913
2020-10-09	389		29917		13		926
2020-10-10	428		30345		1		927
2020-10-11	302		30647		1		928
2020-10-12	190		30837		8		936
2020-10-13	336		31173		11		947
2020-10-14	482		31655		11		958
2020-10-15	569		32224		14		972
2020-10-16	621		32845		8		980
2020-10-17	716		33561		1		981
2020-10-18	551		34112		3		984
2020-10-19	549		34661		13		997
2020-10-20	728		35389		20		1017
2020-10-21	926		36315		14		1031
2020-10-22	999		37314		20		1051
2020-10-23	1179		38493		14		1065
2020-10-24	1265		39758		10		1075
2020-10-25	1135		40893		11		1086
2020-10-26	703		41596		18		1104
2020-10-27	1555		43151		21		1125
2020-10-28	1586		44737		36		1161
2020-10-29	1902		46639		21		1182
2020-10-30	1498		48137		30		1212
2020-10-31	1953		50090		22		1234
2020-11-01	1415		51505		14		1248
2020-11-02	764		52269		32		1280
2020-11-03	1553		53822		37		1317
2020-11-04	1776		55598		41		1358
2020-11-05	1908		57506		44		1402
2020-11-06	1921		59427		55		1457
2020-11-07	1785		61212		33		1490
2020-11-08	1211		62423		20		1510
2020-11-09	996		63419		73		1583
2020-11-10	1605		65024		46		1629
2020-11-11	1541		66565		72		1701
2020-11-12	1728		68293		49		1750
2020-11-13	1332		69625		58		1808
2020-11-14	1275		70900		49		1857
2020-11-15	1056		71956		32		1889
2020-11-16	733		72689		84		1973
2020-11-17	1255		73944		69		2042
2020-11-18	1633		75577		47		2089
2020-11-19	1180		76757		64		2153
2020-11-20	1237		77994		56		2209
2020-11-21	1315		79309		37		2246
2020-11-22	697		80006		30		2276
2020-11-23	547		80553		66		2342
2020-11-24	1186		81739		52		2394
2020-11-25	1589		83328		35		2429
2020-11-26	924		84252		51		2480
2020-11-27	1179		85431		62		2542
2020-11-28	1279		86710		34		2576
2020-11-29	664		87374		44		2620
2020-11-30	527		87901		61		2681
2020-12-01	1184		89085		46		2727
2020-12-02	1293		90378		46		2773
2020-12-03	1161		91539		39		2812
2020-12-04	1254		92793		53		2865
2020-12-05	975		93768		57		2922
2020-12-06	739		94507		30		2952
2020-12-07	437		94944		60		3012
2020-12-08	1077		96021		69		3081
2020-12-09	1296		97317		70		3151
2020-12-10	1286		98603		48		3199
2020-12-11	940		99543		51		3250
2020-12-12	763		100306		48		3298
2020-12-13	811		101117		38		3336
2020-12-14	344		101461		55		3391
2020-12-15	869		102330		66		3457
2020-12-16	902		103232		54		3511
2020-12-17	855		104087		38		3549
2020-12-18	794		104881		34		3583
2020-12-19	643		105524		42		3625
2020-12-20	0		105524		0		3625
2020-12-21	698		106222		81		3706
2020-12-22	764		106986		86		3792
2020-12-23	584		107570		46		3838
2020-12-24	728		108298		40		3878
2020-12-25	593		108891		23		3901
2020-12-26	439		109330		22		3923
2020-12-27	361		109691		30		3953
2020-12-28	220		109911		-11		3942
2020-12-29	543		110454		82		4024
2020-12-30	531		110985		26		4050
2020-12-31	0		110985		0		4050
2021-01-01	1158		112143		36		4086
2021-01-02	0		112143		0		4086
2021-01-03	502		112645		45		4131
2021-01-04	0		112645		0		4131
2021-01-05	747		113392		80		4211
2021-01-06	0		113392		0		4211
2021-01-07	0		113392		0		4211
2021-01-08	1528		114920		74		4285
2021-01-09	459		115379		20		4305
2021-01-10	254		115633		25		4330
2021-01-11	0		115633		0		4330
2021-01-12	567		116200		43		4373
2021-01-13	468		116668		26		4399
2021-01-14	343		117011		12		4411
2021-01-15	0		117011		0		4411
2021-01-16	0		117011		0		4411
2021-01-17	0		117011		0		4411
2021-01-18	1072		118083		75		4486
2021-01-19	300		118383		23		4509
2021-01-20	334		118717		12		4521
2021-01-21	489		119206		15		4536
2021-01-22	214		119420		19		4555
2021-01-23	0		119420		0		4555
2021-01-24	0		119420		0		4555
2021-01-25	723		120143		38		4593
2021-01-26	389		120532		28		4621
2021-01-27	332		120864		22		4643
2021-01-28	330		121194		16		4659
2021-01-29	303		121497		20		4679
2021-01-30	0		121497		0		4679
2021-01-31	0		121497		0		4679
2021-02-01	702		122199		45		4724
2021-02-02	262		122461		13		4737
2021-02-03	367		122828		8		4745
2021-02-04	0		122828		0		4745
2021-02-05	606		123434		30		4775
2021-02-06	0		123434		0		4775
2021-02-07	0		123434		0		4775
2021-02-08	667		124101		38		4813
2021-02-09	342		124443		21		4834
2021-02-10	253		124696		19		4853
2021-02-11	427		125123		15		4868
2021-02-12	279		125402		13		4881
2021-02-13	0		125402		0		4881
2021-02-14	0		125402		0		4881
2021-02-15	737		126139		35		4916
2021-02-16	274		126413		19		4935
2021-02-17	368		126781		14		4949
2021-02-18	354		127135		13		4962
2021-02-19	402		127537		17		4979
2021-02-20	0		127537		0		4979
2021-02-21	0		127537		0		4979
2021-02-22	1124		128661		37		5016
2021-02-23	515		129176		18		5034
2021-02-24	577		129753		17		5051
2021-02-25	757		130510		11		5062
2021-02-26	469		130979		9		5071
2021-02-27	0		130979		0		5071
2021-02-28	0		130979		0		5071
2021-03-01	0		130979		0		5071
2021-03-02	2109		133088		74		5145
2021-03-03	894		133982		29		5174
2021-03-04	910		134892		26		5200
2021-03-05	621		135513		28		5228
2021-03-06	0		135513		0		5228
2021-03-07	0		135513		0		5228
2021-03-08	1778		137291		69		5297
2021-03-09	1251		138542		48		5345
2021-03-10	1110		139652		37		5382
2021-03-11	1338		140990		28		5410
2021-03-12	1170		142160		36		5446
2021-03-13	0		142160		0		5446
2021-03-14	0		142160		0		5446
2021-03-15	2671		144831		138		5584
2021-03-16	1606		146437		53		5637
2021-03-17	1726		148163		35		5672
2021-03-18	1728		149891		57		5729
2021-03-19	1446		151337		44		5773
2021-03-20	0		151337		0		5773
2021-03-21	0		151337		0		5773
